Granularity,Start Date,End Date,Store Name,Store ID,Business ID,Merchant Supplied ID,Gross Sales,Total Orders Including Cancelled Orders,Total Delivered or Picked Up Orders,AOV,Total Commission,Total Promotion Fees | (for historical reference only),Total Promotion Sales | (for historical reference only),Total Ad Fees | (for historical reference only),Total Ad Sales | (for historical reference only),Currency
Day of 2024-07-03,2024-07-03,2024-07-03,McDonald's (18170-NO WOODBURY),946241,5579,18170,1464.91,64,64,22.89,175.56,102.43,447.91,0.00,0.00,USD
Day of 2024-07-03,2024-07-03,2024-07-03,McDonald's (18576-WINSLOW),946252,5579,18576,1250.70,65,65,19.24,159.12,112.75,410.77,3.00,13.57,USD
Day of 2024-07-03,2024-07-03,2024-07-03,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,1235.75,59,59,20.94,141.46,88.06,370.75,3.00,16.69,USD
Day of 2024-07-03,2024-07-03,2024-07-03,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,474.72,19,19,24.99,55.45,20.37,108.57,0.00,0.00,USD
Day of 2024-07-03,2024-07-03,2024-07-03,McDonald's (2401-TURNERSVILLE),946258,5579,2401,412.26,20,20,20.61,46.65,54.52,156.09,0.00,0.00,USD
Day of 2024-07-03,2024-07-03,2024-07-03,McDonald's (4592-OCEAN CITY),659406,5579,4592,1010.06,38,36,26.58,128.34,29.96,174.06,0.00,0.00,USD
Day of 2024-07-03,2024-07-03,2024-07-03,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1313.94,64,63,20.53,154.84,108.07,445.01,0.00,0.00,USD
Day of 2024-07-02,2024-07-02,2024-07-02,McDonald's (12008-CROSS KEYS),946236,5579,12008,604.15,29,29,20.83,72.01,61.95,227.20,0.00,0.00,USD
Day of 2024-07-02,2024-07-02,2024-07-02,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,1461.20,69,69,21.18,169.04,134.80,547.47,0.00,0.00,USD
Day of 2024-07-02,2024-07-02,2024-07-02,McDonald's (18170-NO WOODBURY),946241,5579,18170,947.11,43,43,22.03,114.78,77.16,344.52,3.00,28.50,USD
Day of 2024-07-02,2024-07-02,2024-07-02,McDonald's (18576-WINSLOW),946252,5579,18576,1528.98,71,71,21.53,193.75,130.01,624.74,6.00,51.94,USD
Day of 2024-07-02,2024-07-02,2024-07-02,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,1043.36,53,53,19.69,120.09,67.80,294.42,3.00,30.00,USD
Day of 2024-07-02,2024-07-02,2024-07-02,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,487.15,20,19,24.36,57.76,28.16,125.79,0.00,0.00,USD
Day of 2024-07-02,2024-07-02,2024-07-02,McDonald's (2401-TURNERSVILLE),946258,5579,2401,488.52,22,22,22.21,62.29,20.97,74.05,0.00,0.00,USD
Day of 2024-07-02,2024-07-02,2024-07-02,McDonald's (4592-OCEAN CITY),659406,5579,4592,481.33,21,21,22.92,55.21,63.91,262.70,0.00,0.00,USD
Day of 2024-07-02,2024-07-02,2024-07-02,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1632.59,64,64,25.51,191.70,129.65,542.10,0.00,0.00,USD
Day of 2024-07-01,2024-07-01,2024-07-01,McDonald's (12008-CROSS KEYS),946236,5579,12008,681.93,32,32,21.31,76.92,102.46,330.04,0.00,0.00,USD
Day of 2024-07-01,2024-07-01,2024-07-01,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,2018.85,97,96,20.81,236.67,188.83,800.29,9.00,104.44,USD
Day of 2024-07-01,2024-07-01,2024-07-01,McDonald's (18170-NO WOODBURY),946241,5579,18170,1370.74,63,62,21.76,166.69,119.46,512.65,0.00,0.00,USD
Day of 2024-07-01,2024-07-01,2024-07-01,McDonald's (18576-WINSLOW),946252,5579,18576,1147.26,57,57,20.13,148.17,80.88,302.41,6.00,59.53,USD
Day of 2024-07-01,2024-07-01,2024-07-01,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,1341.36,55,55,24.39,158.89,81.47,423.94,0.00,0.00,USD
Day of 2024-07-01,2024-07-01,2024-07-01,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,354.63,17,17,20.86,38.55,38.34,174.28,0.00,0.00,USD
Day of 2024-07-01,2024-07-01,2024-07-01,McDonald's (2401-TURNERSVILLE),946258,5579,2401,492.70,20,20,24.64,57.04,44.57,216.55,0.00,0.00,USD
Day of 2024-07-01,2024-07-01,2024-07-01,McDonald's (4592-OCEAN CITY),659406,5579,4592,642.94,25,24,25.72,76.51,56.12,231.08,0.00,0.00,USD
Day of 2024-07-01,2024-07-01,2024-07-01,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1522.53,60,59,25.38,183.42,96.69,491.93,3.00,17.96,USD
Day of 2024-06-30,2024-06-30,2024-06-30,McDonald's (12008-CROSS KEYS),946236,5579,12008,1630.06,63,62,25.87,212.31,0.00,0.00,0.00,0.00,USD
Day of 2024-06-30,2024-06-30,2024-06-30,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,2239.38,95,95,23.57,289.47,7.79,23.17,0.00,0.00,USD
Day of 2024-06-30,2024-06-30,2024-06-30,McDonald's (18170-NO WOODBURY),946241,5579,18170,1331.49,60,60,22.19,170.99,0.00,0.00,0.00,0.00,USD
Day of 2024-06-30,2024-06-30,2024-06-30,McDonald's (18576-WINSLOW),946252,5579,18576,2465.42,117,117,21.07,351.65,7.19,33.58,0.00,0.00,USD
Day of 2024-06-30,2024-06-30,2024-06-30,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,1125.89,50,50,22.52,143.01,0.00,0.00,0.00,0.00,USD
Day of 2024-06-30,2024-06-30,2024-06-30,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,793.16,27,27,29.38,99.73,0.00,0.00,0.00,0.00,USD
Day of 2024-06-30,2024-06-30,2024-06-30,McDonald's (2401-TURNERSVILLE),946258,5579,2401,545.99,27,27,20.22,71.32,0.00,0.00,0.00,0.00,USD
Day of 2024-06-30,2024-06-30,2024-06-30,McDonald's (4592-OCEAN CITY),659406,5579,4592,418.95,25,25,16.76,52.67,0.00,0.00,0.00,0.00,USD
Day of 2024-06-29,2024-06-29,2024-06-29,McDonald's (12008-CROSS KEYS),946236,5579,12008,781.00,39,39,20.03,103.22,0.00,0.00,0.00,0.00,USD
Day of 2024-06-29,2024-06-29,2024-06-29,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,1968.78,97,97,20.30,246.17,7.79,19.08,0.00,0.00,USD
Day of 2024-06-29,2024-06-29,2024-06-29,McDonald's (18170-NO WOODBURY),946241,5579,18170,1586.77,67,67,23.68,206.59,0.00,0.00,0.00,0.00,USD
Day of 2024-06-29,2024-06-29,2024-06-29,McDonald's (18576-WINSLOW),946252,5579,18576,1541.19,72,72,21.41,215.52,0.00,0.00,0.00,0.00,USD
Day of 2024-06-29,2024-06-29,2024-06-29,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,1022.43,45,45,22.72,131.03,7.19,27.53,0.00,0.00,USD
Day of 2024-06-29,2024-06-29,2024-06-29,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,358.89,18,18,19.94,48.71,0.00,0.00,0.00,0.00,USD
Day of 2024-06-29,2024-06-29,2024-06-29,McDonald's (2401-TURNERSVILLE),946258,5579,2401,433.78,20,20,21.69,56.01,0.00,0.00,0.00,0.00,USD
Day of 2024-06-29,2024-06-29,2024-06-29,McDonald's (4592-OCEAN CITY),659406,5579,4592,842.39,32,32,26.32,110.69,0.00,0.00,0.00,0.00,USD
Day of 2024-06-29,2024-06-29,2024-06-29,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1426.76,70,70,20.38,188.19,0.00,0.00,0.00,0.00,USD
Day of 2024-06-28,2024-06-28,2024-06-28,McDonald's (12008-CROSS KEYS),946236,5579,12008,538.06,27,27,19.93,72.10,7.19,23.28,0.00,0.00,USD
Day of 2024-06-28,2024-06-28,2024-06-28,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,1716.22,88,88,19.50,221.29,0.00,0.00,0.00,0.00,USD
Day of 2024-06-28,2024-06-28,2024-06-28,McDonald's (18170-NO WOODBURY),946241,5579,18170,1440.73,65,65,22.17,183.76,0.00,0.00,0.00,0.00,USD
Day of 2024-06-28,2024-06-28,2024-06-28,McDonald's (18576-WINSLOW),946252,5579,18576,1513.22,83,83,18.23,213.96,0.00,0.00,3.00,14.57,USD
Day of 2024-06-28,2024-06-28,2024-06-28,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,1203.41,56,56,21.49,149.16,0.00,0.00,0.00,0.00,USD
Day of 2024-06-28,2024-06-28,2024-06-28,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,485.86,24,22,20.24,58.24,22.77,84.31,0.00,0.00,USD
Day of 2024-06-28,2024-06-28,2024-06-28,McDonald's (2401-TURNERSVILLE),946258,5579,2401,432.28,24,24,18.01,55.42,0.00,0.00,0.00,0.00,USD
Day of 2024-06-28,2024-06-28,2024-06-28,McDonald's (4592-OCEAN CITY),659406,5579,4592,813.52,26,26,31.29,107.99,0.00,0.00,0.00,0.00,USD
Day of 2024-06-28,2024-06-28,2024-06-28,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1329.97,58,58,22.93,173.81,0.00,0.00,0.00,0.00,USD
Day of 2024-06-27,2024-06-27,2024-06-27,McDonald's (12008-CROSS KEYS),946236,5579,12008,685.22,34,34,20.15,84.34,68.90,259.91,0.00,0.00,USD
Day of 2024-06-27,2024-06-27,2024-06-27,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,1977.77,90,89,21.98,228.34,195.06,829.91,0.00,0.00,USD
Day of 2024-06-27,2024-06-27,2024-06-27,McDonald's (18170-NO WOODBURY),946241,5579,18170,1251.40,53,53,23.61,141.82,141.63,618.64,3.00,21.87,USD
Day of 2024-06-27,2024-06-27,2024-06-27,McDonald's (18576-WINSLOW),946252,5579,18576,1260.14,67,67,18.81,163.63,110.48,446.19,0.00,0.00,USD
Day of 2024-06-27,2024-06-27,2024-06-27,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,1067.59,50,50,21.35,121.46,106.03,507.33,0.00,0.00,USD
Day of 2024-06-27,2024-06-27,2024-06-27,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,732.25,26,26,28.16,85.52,52.96,206.78,0.00,0.00,USD
Day of 2024-06-27,2024-06-27,2024-06-27,McDonald's (2401-TURNERSVILLE),946258,5579,2401,330.70,15,15,22.05,39.13,19.17,77.44,0.00,0.00,USD
Day of 2024-06-27,2024-06-27,2024-06-27,McDonald's (4592-OCEAN CITY),659406,5579,4592,528.47,25,25,21.14,60.38,34.48,143.06,0.00,0.00,USD
Day of 2024-06-27,2024-06-27,2024-06-27,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1725.20,77,77,22.41,207.07,122.22,492.57,0.00,0.00,USD
Day of 2024-06-26,2024-06-26,2024-06-26,McDonald's (12008-CROSS KEYS),946236,5579,12008,767.10,35,35,21.92,91.28,84.95,356.97,3.00,25.73,USD
Day of 2024-06-26,2024-06-26,2024-06-26,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,1484.88,70,68,21.21,170.49,136.83,525.06,0.00,0.00,USD
Day of 2024-06-26,2024-06-26,2024-06-26,McDonald's (18170-NO WOODBURY),946241,5579,18170,1149.61,55,55,20.90,134.42,114.91,426.20,0.00,0.00,USD
Day of 2024-06-26,2024-06-26,2024-06-26,McDonald's (18576-WINSLOW),946252,5579,18576,1381.40,70,70,19.73,177.43,107.94,484.55,0.00,0.00,USD
Day of 2024-06-26,2024-06-26,2024-06-26,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,1179.66,61,61,19.34,134.94,90.46,351.60,0.00,0.00,USD
Day of 2024-06-26,2024-06-26,2024-06-26,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,606.90,24,24,25.29,70.56,55.96,223.47,3.00,20.57,USD
Day of 2024-06-26,2024-06-26,2024-06-26,McDonald's (2401-TURNERSVILLE),946258,5579,2401,755.62,33,33,22.90,85.33,70.81,260.86,3.00,15.49,USD
Day of 2024-06-26,2024-06-26,2024-06-26,McDonald's (4592-OCEAN CITY),659406,5579,4592,506.24,25,25,20.25,58.50,46.77,195.34,0.00,0.00,USD
Day of 2024-06-26,2024-06-26,2024-06-26,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1044.83,48,48,21.77,127.82,105.69,432.24,0.00,0.00,USD
Day of 2024-06-25,2024-06-25,2024-06-25,McDonald's (12008-CROSS KEYS),946236,5579,12008,579.91,28,28,20.71,68.40,68.77,310.46,3.00,21.85,USD
Day of 2024-06-25,2024-06-25,2024-06-25,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,1048.21,47,47,22.30,129.74,69.97,284.84,0.00,0.00,USD
Day of 2024-06-25,2024-06-25,2024-06-25,McDonald's (18170-NO WOODBURY),946241,5579,18170,1154.43,46,46,25.10,132.67,127.37,505.19,0.00,0.00,USD
Day of 2024-06-25,2024-06-25,2024-06-25,McDonald's (18576-WINSLOW),946252,5579,18576,1377.55,60,59,22.96,174.38,145.69,597.02,3.00,37.62,USD
Day of 2024-06-25,2024-06-25,2024-06-25,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,981.93,49,49,20.04,106.73,113.84,414.42,0.00,0.00,USD
Day of 2024-06-25,2024-06-25,2024-06-25,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,323.75,16,16,20.23,39.09,13.18,69.75,0.00,0.00,USD
Day of 2024-06-25,2024-06-25,2024-06-25,McDonald's (2401-TURNERSVILLE),946258,5579,2401,732.55,28,28,26.16,84.24,101.25,446.27,0.00,0.00,USD
Day of 2024-06-25,2024-06-25,2024-06-25,McDonald's (4592-OCEAN CITY),659406,5579,4592,505.72,22,22,22.99,57.85,44.32,250.14,0.00,0.00,USD
Day of 2024-06-25,2024-06-25,2024-06-25,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1305.67,56,56,23.32,159.35,93.70,431.51,6.00,58.04,USD
Day of 2024-06-24,2024-06-24,2024-06-24,McDonald's (12008-CROSS KEYS),946236,5579,12008,494.04,22,22,22.46,58.77,47.57,200.28,3.00,22.27,USD
Day of 2024-06-24,2024-06-24,2024-06-24,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,1374.29,66,66,20.82,155.26,171.59,686.67,0.00,0.00,USD
Day of 2024-06-24,2024-06-24,2024-06-24,McDonald's (18170-NO WOODBURY),946241,5579,18170,898.96,43,43,20.91,102.19,112.17,425.21,0.00,0.00,USD
Day of 2024-06-24,2024-06-24,2024-06-24,McDonald's (18576-WINSLOW),946252,5579,18576,1187.31,50,50,23.75,159.28,88.55,422.66,0.00,0.00,USD
Day of 2024-06-24,2024-06-24,2024-06-24,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,1055.23,50,50,21.10,123.36,71.43,324.13,0.00,0.00,USD
Day of 2024-06-24,2024-06-24,2024-06-24,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,317.42,14,14,22.67,36.58,20.37,69.62,0.00,0.00,USD
Day of 2024-06-24,2024-06-24,2024-06-24,McDonald's (2401-TURNERSVILLE),946258,5579,2401,501.56,24,24,20.90,54.13,66.40,255.53,0.00,0.00,USD
Day of 2024-06-24,2024-06-24,2024-06-24,McDonald's (4592-OCEAN CITY),659406,5579,4592,485.60,19,19,25.56,59.28,18.97,64.86,0.00,0.00,USD
Day of 2024-06-24,2024-06-24,2024-06-24,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1003.42,47,47,21.35,122.20,68.31,290.65,3.00,18.55,USD
Day of 2024-06-23,2024-06-23,2024-06-23,McDonald's (12008-CROSS KEYS),946236,5579,12008,726.99,36,36,20.19,86.41,58.35,216.80,0.00,0.00,USD
Day of 2024-06-23,2024-06-23,2024-06-23,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,1710.57,85,85,20.12,203.70,142.76,601.08,0.00,0.00,USD
Day of 2024-06-23,2024-06-23,2024-06-23,McDonald's (18170-NO WOODBURY),946241,5579,18170,1369.40,58,58,23.61,161.77,66.77,314.97,6.00,69.53,USD
Day of 2024-06-23,2024-06-23,2024-06-23,McDonald's (18576-WINSLOW),946252,5579,18576,2110.12,92,92,22.94,271.54,153.72,736.55,6.00,64.43,USD
Day of 2024-06-23,2024-06-23,2024-06-23,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,1509.15,64,63,23.58,177.01,104.04,492.20,0.00,0.00,USD
Day of 2024-06-23,2024-06-23,2024-06-23,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,608.47,24,24,25.35,72.03,30.45,107.59,0.00,0.00,USD
Day of 2024-06-23,2024-06-23,2024-06-23,McDonald's (2401-TURNERSVILLE),946258,5579,2401,884.80,35,35,25.28,102.98,102.95,389.08,0.00,0.00,USD
Day of 2024-06-23,2024-06-23,2024-06-23,McDonald's (4592-OCEAN CITY),659406,5579,4592,479.51,23,23,20.85,54.38,42.43,185.67,0.00,0.00,USD
Day of 2024-06-23,2024-06-23,2024-06-23,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1670.65,76,76,21.98,200.46,169.59,675.06,3.00,16.08,USD
Day of 2024-06-22,2024-06-22,2024-06-22,McDonald's (12008-CROSS KEYS),946236,5579,12008,836.83,34,34,24.61,101.80,64.84,276.06,0.00,0.00,USD
Day of 2024-06-22,2024-06-22,2024-06-22,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,1949.95,92,90,21.20,229.63,206.98,828.50,0.00,0.00,USD
Day of 2024-06-22,2024-06-22,2024-06-22,McDonald's (18170-NO WOODBURY),946241,5579,18170,1403.74,64,64,21.93,159.80,156.98,644.34,3.00,29.65,USD
Day of 2024-06-22,2024-06-22,2024-06-22,McDonald's (18576-WINSLOW),946252,5579,18576,1672.03,83,81,20.14,214.61,179.02,655.75,0.00,0.00,USD
Day of 2024-06-22,2024-06-22,2024-06-22,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,1068.56,50,49,21.37,123.99,74.68,323.13,0.00,0.00,USD
Day of 2024-06-22,2024-06-22,2024-06-22,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,579.42,25,25,23.18,68.90,40.04,161.34,0.00,0.00,USD
Day of 2024-06-22,2024-06-22,2024-06-22,McDonald's (2401-TURNERSVILLE),946258,5579,2401,491.36,23,23,21.36,56.46,71.30,257.47,3.00,22.67,USD
Day of 2024-06-22,2024-06-22,2024-06-22,McDonald's (4592-OCEAN CITY),659406,5579,4592,429.37,15,15,28.62,50.21,34.65,144.54,0.00,0.00,USD
Day of 2024-06-22,2024-06-22,2024-06-22,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1581.02,75,74,21.08,189.78,137.25,601.20,0.00,0.00,USD
Day of 2024-06-21,2024-06-21,2024-06-21,McDonald's (12008-CROSS KEYS),946236,5579,12008,725.15,33,33,21.97,84.92,78.88,351.91,3.00,44.46,USD
Day of 2024-06-21,2024-06-21,2024-06-21,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,1799.17,82,81,21.94,198.53,204.07,814.66,3.00,23.85,USD
Day of 2024-06-21,2024-06-21,2024-06-21,McDonald's (18170-NO WOODBURY),946241,5579,18170,1370.10,67,67,20.45,159.27,127.54,504.29,3.00,12.05,USD
Day of 2024-06-21,2024-06-21,2024-06-21,McDonald's (18576-WINSLOW),946252,5579,18576,1608.27,75,74,21.44,205.21,132.81,596.76,0.00,0.00,USD
Day of 2024-06-21,2024-06-21,2024-06-21,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,1482.37,62,62,23.91,178.74,94.09,412.35,0.00,0.00,USD
Day of 2024-06-21,2024-06-21,2024-06-21,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,571.15,27,27,21.15,64.18,37.64,184.76,0.00,0.00,USD
Day of 2024-06-21,2024-06-21,2024-06-21,McDonald's (2401-TURNERSVILLE),946258,5579,2401,760.87,34,34,22.38,90.80,68.20,267.38,3.00,28.36,USD
Day of 2024-06-21,2024-06-21,2024-06-21,McDonald's (4592-OCEAN CITY),659406,5579,4592,883.83,37,37,23.89,101.40,90.87,362.38,6.00,29.24,USD
Day of 2024-06-21,2024-06-21,2024-06-21,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1941.36,86,85,22.57,232.12,155.80,710.26,0.00,0.00,USD
Day of 2024-06-20,2024-06-20,2024-06-20,McDonald's (12008-CROSS KEYS),946236,5579,12008,1055.32,47,44,22.45,125.91,90.71,360.02,6.00,74.03,USD
Day of 2024-06-20,2024-06-20,2024-06-20,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,1991.87,94,94,21.19,233.95,171.98,686.47,3.00,16.28,USD
Day of 2024-06-20,2024-06-20,2024-06-20,McDonald's (18170-NO WOODBURY),946241,5579,18170,1310.38,59,58,22.21,151.02,135.67,554.87,3.00,24.07,USD
Day of 2024-06-20,2024-06-20,2024-06-20,McDonald's (18576-WINSLOW),946252,5579,18576,1271.66,61,61,20.85,170.28,68.33,322.64,0.00,0.00,USD
Day of 2024-06-20,2024-06-20,2024-06-20,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,1284.75,56,56,22.94,142.75,127.30,533.83,0.00,0.00,USD
Day of 2024-06-20,2024-06-20,2024-06-20,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,594.19,28,28,21.22,69.47,52.96,230.20,0.00,0.00,USD
Day of 2024-06-20,2024-06-20,2024-06-20,McDonald's (2401-TURNERSVILLE),946258,5579,2401,368.17,18,18,20.45,41.87,40.64,142.66,0.00,0.00,USD
Day of 2024-06-20,2024-06-20,2024-06-20,McDonald's (4592-OCEAN CITY),659406,5579,4592,672.56,31,31,21.70,81.67,39.14,150.40,0.00,0.00,USD
Day of 2024-06-20,2024-06-20,2024-06-20,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1674.99,84,84,19.94,199.73,123.95,478.18,3.00,16.67,USD
Day of 2024-06-19,2024-06-19,2024-06-19,McDonald's (12008-CROSS KEYS),946236,5579,12008,669.53,29,28,23.09,86.93,0.00,0.00,0.00,0.00,USD
Day of 2024-06-19,2024-06-19,2024-06-19,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,1291.65,59,59,21.89,163.29,14.38,55.80,3.00,31.77,USD
Day of 2024-06-19,2024-06-19,2024-06-19,McDonald's (18170-NO WOODBURY),946241,5579,18170,1144.09,48,48,23.84,150.35,7.19,43.92,0.00,0.00,USD
Day of 2024-06-19,2024-06-19,2024-06-19,McDonald's (18576-WINSLOW),946252,5579,18576,920.49,45,45,20.46,127.13,0.00,0.00,0.00,0.00,USD
Day of 2024-06-19,2024-06-19,2024-06-19,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,1262.59,60,60,21.04,156.64,7.19,25.26,0.00,0.00,USD
Day of 2024-06-19,2024-06-19,2024-06-19,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,435.57,24,24,18.15,54.79,0.00,0.00,0.00,0.00,USD
Day of 2024-06-19,2024-06-19,2024-06-19,McDonald's (2401-TURNERSVILLE),946258,5579,2401,358.19,20,20,17.91,46.71,0.00,0.00,0.00,0.00,USD
Day of 2024-06-19,2024-06-19,2024-06-19,McDonald's (4592-OCEAN CITY),659406,5579,4592,483.63,22,22,21.98,63.21,0.00,0.00,0.00,0.00,USD
Day of 2024-06-19,2024-06-19,2024-06-19,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1165.29,55,55,21.19,152.19,0.00,0.00,0.00,0.00,USD
Day of 2024-06-18,2024-06-18,2024-06-18,McDonald's (12008-CROSS KEYS),946236,5579,12008,471.02,25,25,18.84,61.52,0.00,0.00,0.00,0.00,USD
Day of 2024-06-18,2024-06-18,2024-06-18,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,1171.34,63,63,18.59,150.65,0.00,0.00,3.00,16.76,USD
Day of 2024-06-18,2024-06-18,2024-06-18,McDonald's (18170-NO WOODBURY),946241,5579,18170,843.89,45,45,18.75,105.05,7.19,23.97,3.00,13.59,USD
Day of 2024-06-18,2024-06-18,2024-06-18,McDonald's (18576-WINSLOW),946252,5579,18576,972.92,55,55,17.69,136.72,0.00,0.00,3.00,30.46,USD
Day of 2024-06-18,2024-06-18,2024-06-18,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,864.92,48,48,18.02,107.93,0.00,0.00,0.00,0.00,USD
Day of 2024-06-18,2024-06-18,2024-06-18,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,433.26,20,20,21.66,53.57,7.19,24.98,0.00,0.00,USD
Day of 2024-06-18,2024-06-18,2024-06-18,McDonald's (2401-TURNERSVILLE),946258,5579,2401,603.48,27,27,22.35,82.03,0.00,0.00,0.00,0.00,USD
Day of 2024-06-18,2024-06-18,2024-06-18,McDonald's (4592-OCEAN CITY),659406,5579,4592,335.02,18,18,18.61,40.97,0.00,0.00,0.00,0.00,USD
Day of 2024-06-18,2024-06-18,2024-06-18,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1269.83,66,66,19.24,166.64,7.19,21.96,3.00,10.77,USD
Day of 2024-06-17,2024-06-17,2024-06-17,McDonald's (12008-CROSS KEYS),946236,5579,12008,732.88,34,33,21.56,86.13,64.71,244.90,0.00,0.00,USD
Day of 2024-06-17,2024-06-17,2024-06-17,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,1712.10,91,91,18.81,200.23,107.85,385.98,6.00,21.46,USD
Day of 2024-06-17,2024-06-17,2024-06-17,McDonald's (18170-NO WOODBURY),946241,5579,18170,1209.96,54,54,22.41,145.12,93.47,325.93,0.00,0.00,USD
Day of 2024-06-17,2024-06-17,2024-06-17,McDonald's (18576-WINSLOW),946252,5579,18576,1185.63,62,62,19.12,156.79,79.09,231.36,0.00,0.00,USD
Day of 2024-06-17,2024-06-17,2024-06-17,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,1071.27,50,50,21.43,127.98,79.09,363.50,0.00,0.00,USD
Day of 2024-06-17,2024-06-17,2024-06-17,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,578.72,25,25,23.15,64.00,71.90,276.71,0.00,0.00,USD
Day of 2024-06-17,2024-06-17,2024-06-17,McDonald's (2401-TURNERSVILLE),946258,5579,2401,375.14,19,19,19.74,44.02,35.95,138.21,0.00,0.00,USD
Day of 2024-06-17,2024-06-17,2024-06-17,McDonald's (4592-OCEAN CITY),659406,5579,4592,535.99,21,21,25.52,60.67,35.95,145.81,3.00,33.03,USD
Day of 2024-06-17,2024-06-17,2024-06-17,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1442.99,74,74,19.50,179.56,79.09,323.67,0.00,0.00,USD
Day of 2024-06-16,2024-06-16,2024-06-16,McDonald's (12008-CROSS KEYS),946236,5579,12008,779.63,36,35,21.66,91.75,93.47,302.47,3.00,25.87,USD
Day of 2024-06-16,2024-06-16,2024-06-16,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,1321.87,67,67,19.73,162.78,86.28,342.76,3.00,16.28,USD
Day of 2024-06-16,2024-06-16,2024-06-16,McDonald's (18170-NO WOODBURY),946241,5579,18170,972.10,48,48,20.25,123.75,43.14,153.78,0.00,0.00,USD
